institute_▲▼,opening_rank_▲▼,closing_rank_▲▼,category_▲▼,round_▲▼,program_▲▼,stream_▲▼,seat_type_▲▼,quota_▲▼
"Dream Institute of Technology, Bishnupur, 24-Parganas-South",295652,1190918,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Ramkrishna Mahato Government Engineering College, Purulia",9383,15800,SC,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"B.P. Poddar Institute of Management & Technology, Kolkata",38040,111046,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",5980,10061,SC,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Textile Technology, Serampore",5643,6035,OBC - B,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Jalpaiguri Goverment Engineering College,Jalpaiguri",316,1747,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Jalpaiguri Goverment Engineering College,Jalpaiguri",19872,31738,Open (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Dr. B. C. Roy Engineering College, Durgapur",3676,39210,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",1383,110804,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Hemnalini Memorial College of Engineering, Haringhata",209890,239615,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Jalpaiguri Goverment Engineering College,Jalpaiguri",1883,2330,OBC - B,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kalyani Goverment Engineering College, Kalyani, Nadia",1455,1770,OBC - B,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Cooch Behar Government Engineering College, Cooch Behar",7068,9524,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Cooch Behar Government Engineering College, Cooch Behar",57269,64924,Open (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Goverment College of Engineering and Leather Technology, Kolkata",4073,5961,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",6041,7075,OBC - A,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Dumkal Institute of Engineering & Technology, Dumkal, Murshidabad",220899,976778,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Greater Kolkata College of Engineering & Management, Baruipur",27615,110097,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Camellia School of Engineering & Technology, Barasat",325621,897535,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Kalyani Goverment Engineering College, Kalyani, Nadia",48904,48904,OBC - A (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Cooch Behar Government Engineering College, Cooch Behar",105758,105758,OBC - A (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engg. & Textile Technology, Berhampore",74689,74689,Open (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Asansol Engineering College, Asansol, Burdwan",44379,95640,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"B.P. Poddar Institute of Management & Technology, Kolkata",49706,162291,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Budge Budge Institute of Technology, Budge-Budge",3472,110716,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Dr. B. C. Roy Engineering College, Durgapur",52281,101736,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",7209,645273,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Jalpaiguri Goverment Engineering College,Jalpaiguri",33910,33910,OBC - B (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Ramkrishna Mahato Government Engineering College, Purulia",74249,75234,Open (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Jalpaiguri Goverment Engineering College,Jalpaiguri",2202,6235,SC,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kalyani Goverment Engineering College, Kalyani, Nadia",1675,4440,OBC - A,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Mckv Institute of Engineering, Liluah, Howrah",50548,69419,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Regent Education and Research Foundation, Barasat, Kolkata",17214,99087,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Techno Main Salt Lake, Sector-V, Salt Lake",7279,15428,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engg. & Textile Technology, Berhampore",6652,8583,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",3794,3938,OBC - B,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Asansol Engineering College, Asansol, Burdwan",91462,95392,ST,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Bengal Institute of Technology, Dhapa, Kolkata",69989,375961,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Camellia Institute of Technology, Badu Road, Madhyamgram",63836,104340,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Goverment College of Engineering and Leather Technology, Kolkata",4109,4948,OBC - B,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Durgapur Institute of Advanced Technology & Management, Durgapur",100645,100645,OBC - A,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engg. & Textile Technology, Berhampore",38924,54061,ST,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kalyani Goverment Engineering College, Kalyani, Nadia",721,1432,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Ramkrishna Mahato Government Engineering College, Purulia",2773,6261,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Academy of Technology, Adisaptagram, Hooghly",17440,59132,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Asansol Engineering College, Asansol, Burdwan",43853,47305,SC,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Bengal College of Engineering & Technology, Durgapur",99256,278121,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Cooch Behar Government Engineering College, Cooch Behar",9387,12954,OBC - A,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Budge Budge Institute of Technology, Budge-Budge",235086,605951,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Calcutta Institute of Technology, Uluberia, Howrah",90452,163576,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Dream Institute of Technology, Bishnupur, 24-Parganas-South",48221,103052,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Future Institute of Engineering & Management, Sonarpur",47038,59100,SC,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Future Institute of Technology, Boral, Garia",84953,370876,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Future Institute of Technology, Boral, Garia",82329,102990,SC,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Abacus Institute of Engineering & Management, Mogra, Hooghly",46582,46582,OBC - B,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Academy of Technology, Adisaptagram, Hooghly",3038,16414,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Greater Kolkata College of Engineering & Management, Baruipur",381731,941199,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Hemnalini Memorial College of Engineering, Haringhata",15586,105810,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Cooch Behar Government Engineering College, Cooch Behar",43445,48982,ST,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Dumkal Institute of Engineering & Technology, Dumkal, Murshidabad",14099,91183,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Camellia School of Engineering & Technology, Barasat",38450,79980,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Govt. College of Engg. & Textile Technology, Berhampore",12932,16357,SC,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",786,3011,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Jalpaiguri Goverment Engineering College,Jalpaiguri",7504,20952,ST,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Ramkrishna Mahato Government Engineering College, Purulia",42129,46882,ST,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Abacus Institute of Engineering & Management, Mogra, Hooghly",44657,44657,OBC - A,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Cooch Behar Government Engineering College, Cooch Behar",2268,6398,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Durgapur Institute of Advanced Technology & Management, Durgapur",107301,435738,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Ideal Institute of Engineering, Kalyani",7935,106180,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Bankura Unnayani Institute of Engineering, Bankura",71837,110152,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Goverment College of Engineering and Leather Technology, Kolkata",76047,76047,OBC - A (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kalyani Goverment Engineering College, Kalyani, Nadia",17368,20287,ST,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Abacus Institute of Engineering & Management, Mogra, Hooghly",51781,92468,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Asansol Engineering College, Asansol, Burdwan",2874,219529,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Ramkrishna Mahato Government Engineering College, Purulia",7002,12105,OBC - A,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kalyani Goverment Engineering College, Kalyani, Nadia",40540,40540,SC (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kalyani Goverment Engineering College, Kalyani, Nadia",1523,2339,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Kalyani Goverment Engineering College, Kalyani, Nadia",25618,25618,Open (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Textile Technology, Serampore",6199,7466,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Textile Technology, Serampore",40969,41121,Open (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Jalpaiguri Goverment Engineering College,Jalpaiguri",2627,4439,OBC - A,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"College of Engineering and Management, Kolaghat",16977,111129,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Cooch Behar Government Engineering College, Cooch Behar",6550,7496,OBC - B,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Goverment College of Engineering and Leather Technology, Kolkata",26508,36771,ST,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"B.P. Poddar Institute of Management & Technology, Kolkata",7074,25086,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",25251,96761,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Calcutta Institute of Engineering & Management, Tollygunge, Kolkata",25935,110543,EWS,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Cooch Behar Government Engineering College, Cooch Behar",7556,13593,SC,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Goverment College of Engineering and Leather Technology, Kolkata",1251,3976,Open,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Goverment College of Engineering and Leather Technology, Kolkata",31408,41408,Open (PwD),Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Goverment College of Engineering and Leather Technology, Kolkata",8541,12184,SC,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engg. & Textile Technology, Berhampore",9233,12997,OBC - A,Round 1,Computer Science & Engineering,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"UNIVERSITY OF KALYANI, KALYANI",7355,7355,Tuition Fee Waiver,Round 1,Electronics And Instrumentation Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Techno Main Salt Lake, Sector-V, Salt Lake",13250,13250,Tuition Fee Waiver,Round 1,Electronics And Instrumentation Engineering (TFW),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",61868,68653,ST,Round 1,CERAMIC ENGINEERING AND TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",10570,11928,OBC - B,Round 1,CERAMIC ENGINEERING AND TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",596,8777,Open,Round 1,CERAMIC ENGINEERING AND TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",80051,80051,Open (PwD),Round 1,CERAMIC ENGINEERING AND TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",12645,18010,EWS,Round 1,CERAMIC ENGINEERING AND TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",11827,14701,OBC - A,Round 1,CERAMIC ENGINEERING AND TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Govt. College of Engineering & Ceramic Technology, Kolkata",15500,21738,SC,Round 1,CERAMIC ENGINEERING AND TECHNOLOGY,B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Budge Budge Institute of Technology, Budge-Budge",299600,1328502,Open,Round 1,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
"Dr. B. C. Roy Engineering College, Durgapur",19684,87790,Open,Round 1,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,All India
"Guru Nanak Institute of Technology, Panihati, Sodepur",50549,59240,SC,Round 1,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),WBJEE Seats,Home State
"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",508767,1080188,Open,Round 1,Computer Science & Engineering (Cyber Security),B.E/B.Tech (WBJEE/JEE(Main) Seats)/B.Arch (WBJEE Seats),JEE(Main) Seats,All India
