institute,program,round,opening_rank,closing_rank,seat_type,quota,category
SKM INSTITUTE OF PHARMACEUTICAL SCIENCES AND RESEARCH,B.Pharm/Pharmaceutical Technology (TFW),Round 1,23906,34175,WBJEE Seats,Home State,Tuition Fee Waiver
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),Round 1,12351,18318,WBJEE Seats,Home State,OBC - A
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),Round 1,14434,17736,WBJEE Seats,Home State,EWS
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),Round 1,4234,10830,WBJEE Seats,Home State,Open
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),Round 1,47286,72787,WBJEE Seats,Home State,ST
Jadavpur University,Production Engineering,Round 1,53182,53182,WBJEE Seats,Home State,Open (PwD)
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),Round 1,13326,21159,WBJEE Seats,Home State,SC
ALIPURDUAR GOVERNMENT ENGINEERING AND MANAGEMENT COLLEGE,ARTIFICIAL INTELLIGENCE (AI),Round 1,10926,12766,WBJEE Seats,Home State,OBC - B
"Sister Nivedita University, New Town",AUGMENTED REALITY (TFW),Round 1,35383,35383,WBJEE Seats,Home State,Tuition Fee Waiver
University Of Calcutta,Instrumentation Engineering,Round 1,63072,65274,WBJEE Seats,Home State,ST
University Of Calcutta,Instrumentation Engineering,Round 1,1767,1833,WBJEE Seats,All India,Open
University Of Calcutta,Instrumentation Engineering,Round 1,10137,11769,WBJEE Seats,Home State,SC
University Of Calcutta,Instrumentation Engineering,Round 1,6601,6983,WBJEE Seats,Home State,OBC - A
"Narula Institute of Technology, Agarpara, Kolkata",Electronics & Communication Engineering,Round 1,14344,65496,WBJEE Seats,All India,Open
"Sanaka Education Trusts Group of Institutions, Durgapur, Burdwan",Electronics & Communication Engineering,Round 1,45578,88294,WBJEE Seats,All India,Open
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 1,15798,20454,WBJEE Seats,Home State,SC
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 1,11852,16610,WBJEE Seats,Home State,EWS
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 1,4609,10702,WBJEE Seats,Home State,Open
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 1,11768,16589,WBJEE Seats,Home State,OBC - A
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 1,10942,11181,WBJEE Seats,Home State,OBC - B
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 1,86209,86209,WBJEE Seats,Home State,Open (PwD)
"Cooch Behar Government Engineering College, Cooch Behar",Electronics & Communication Engineering,Round 1,65125,82434,WBJEE Seats,Home State,ST
"Future Institute of Technology, Boral, Garia",Electronics & Communication Engineering,Round 1,60554,63666,WBJEE Seats,All India,Open
"Murshidabad College of Engineering & Technology, Murshidabad",Electronics & Communication Engineering,Round 1,57956,97983,WBJEE Seats,All India,Open
"Asansol Engineering College, Asansol, Burdwan",Electronics & Communication Engineering,Round 1,14911,95087,WBJEE Seats,All India,Open
Jadavpur University,Electrical Engineering,Round 1,1445,2025,WBJEE Seats,Home State,OBC - A
Jadavpur University,Electrical Engineering,Round 1,5709,15015,WBJEE Seats,Home State,Open (PwD)
Jadavpur University,Electrical Engineering,Round 1,91116,91116,WBJEE Seats,Home State,SC (PwD)
"Bengal Institute of Technology & Management, Santiniketan",Electronics & Communication Engineering,Round 1,38741,64245,WBJEE Seats,All India,Open
Jadavpur University,Electrical Engineering,Round 1,40384,40384,WBJEE Seats,Home State,OBC - A (PwD)
Jadavpur University,Electrical Engineering,Round 1,17812,17812,WBJEE Seats,Home State,OBC - B (PwD)
"Netaji Subhas Engineering College, Garia, Kolkata",Biomedical Engineering,Round 1,12707,97361,WBJEE Seats,All India,Open
"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,Round 1,31817,55374,WBJEE Seats,All India,Open
"Jis College of Engineering, Kalyani, Nadia",Biomedical Engineering,Round 1,57321,67230,WBJEE Seats,Home State,SC
"Dr. B. C. Roy Engineering College, Durgapur",Electronics & Communication Engineering,Round 1,43644,96243,WBJEE Seats,All India,Open
Jadavpur University,Production Engineering,Round 1,6189,8245,WBJEE Seats,Home State,SC
"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,Round 1,1778,2856,WBJEE Seats,Home State,Open
"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,Round 1,4125,5587,WBJEE Seats,Home State,EWS
"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,Round 1,2995,6424,WBJEE Seats,Home State,OBC - A
"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,Round 1,31023,39701,WBJEE Seats,Home State,ST
"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,Round 1,3027,3360,WBJEE Seats,Home State,OBC - B
"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,Round 1,8160,10514,WBJEE Seats,Home State,SC
"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,Round 1,38835,38835,WBJEE Seats,Home State,OBC - B (PwD)
"Kalyani Goverment Engineering College, Kalyani, Nadia",Electronics & Communication Engineering,Round 1,23707,26628,WBJEE Seats,Home State,Open (PwD)
"Mckv Institute of Engineering, Liluah, Howrah",Electronics & Communication Engineering,Round 1,24438,89112,WBJEE Seats,All India,Open
"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System  (TFW),Round 1,13007,15322,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Instrumentation & Electronics,Round 1,1071,1255,WBJEE Seats,Home State,OBC - B
Jadavpur University,Instrumentation & Electronics,Round 1,91586,91586,WBJEE Seats,Home State,SC (PwD)
Jadavpur University,Instrumentation & Electronics,Round 1,1358,1754,WBJEE Seats,Home State,OBC - A
Jadavpur University,Instrumentation & Electronics,Round 1,15130,15130,WBJEE Seats,Home State,Open (PwD)
"Techno India University, Salt Lake",Electronics & Communication Engineering,Round 1,64587,80062,WBJEE Seats,Home State,EWS
"UNIVERSITY OF KALYANI, KALYANI",Electronics And Instrumentation Engineering,Round 1,54631,56641,WBJEE Seats,Home State,ST
"UNIVERSITY OF KALYANI, KALYANI",Electronics And Instrumentation Engineering,Round 1,9649,13546,WBJEE Seats,Home State,OBC - A
"UNIVERSITY OF KALYANI, KALYANI",Electronics And Instrumentation Engineering,Round 1,15809,18050,WBJEE Seats,Home State,SC
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,Round 1,24421,69226,WBJEE Seats,All India,Open
"Haldia Institute of Technology, Haldia, Purba Medinipur",Agricultural Engineering,Round 1,69597,92013,WBJEE Seats,Home State,SC
"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,Round 1,2792,8448,WBJEE Seats,All India,Open
"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,Round 1,93162,93162,WBJEE Seats,Home State,Open (PwD)
"Techno India University, Salt Lake",Electronics & Communication Engineering,Round 1,19458,37715,WBJEE Seats,All India,Open
"Ideal Institute of Engineering, Kalyani",Electronics & Communication Engineering,Round 1,7935,60874,WBJEE Seats,All India,Open
"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,Round 1,10931,15376,WBJEE Seats,Home State,SC
"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,Round 1,2187,4660,WBJEE Seats,All India,Open
"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,Round 1,10360,11128,WBJEE Seats,Home State,OBC - A
"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,Round 1,45370,49141,WBJEE Seats,Home State,ST
"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,Round 1,6729,7524,WBJEE Seats,Home State,OBC - B
"UNIVERSITY OF KALYANI, KALYANI",Electronics & Communication Engineering,Round 1,9340,12263,WBJEE Seats,Home State,EWS
Jadavpur University,Production Engineering,Round 1,2396,2712,WBJEE Seats,Home State,EWS
University Of Calcutta,Instrumentation Engineering,Round 1,2127,2611,WBJEE Seats,Home State,Open
University Of Calcutta,Instrumentation Engineering,Round 1,4679,5211,WBJEE Seats,Home State,EWS
Jadavpur University,Production Engineering,Round 1,2778,3124,WBJEE Seats,Home State,OBC - B
"Jis College of Engineering, Kalyani, Nadia",Computer Science & Technology,Round 1,14800,97713,WBJEE Seats,All India,Open
"Narula Institute of Technology, Agarpara, Kolkata",Computer Science & Technology,Round 1,1252,46437,WBJEE Seats,All India,Open
"Asansol Engineering College, Asansol, Burdwan",Computer Science & Technology,Round 1,24971,97587,WBJEE Seats,All India,Open
"Bidhan Chandra Krishi Viswa Vidyalaya, Mohanpur, Nadia",Agricultural Engineering,Round 1,10506,13210,WBJEE Seats,Home State,OBC - A
Jadavpur University,Power Engineering,Round 1,880,1386,WBJEE Seats,Home State,Open
Jadavpur University,Power Engineering,Round 1,1701,2668,WBJEE Seats,Home State,EWS
"Dr.Sudhir Chandra Sur Institute of Technology and Sports Complex, Dum Dum",Automobile Engineering,Round 1,38793,68730,WBJEE Seats,All India,Open
"Mckv Institute of Engineering, Liluah, Howrah",Automobile Engineering,Round 1,94072,94072,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Biotechnology (TFW),Round 1,6716,10104,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno India University, Salt Lake",Biotechnology (TFW),Round 1,26284,26284,WBJEE Seats,Home State,Tuition Fee Waiver
"Haldia Institute of Technology, Haldia, Purba Medinipur",Biotechnology (TFW),Round 1,16606,23849,WBJEE Seats,Home State,Tuition Fee Waiver
"Om Dayal Group of Institutions, Uluberia, Howrah",Architecture,Round 1,13965,74370,WBJEE Seats,All India,Open
"Swami Vivekananda Institute of Science & Technology, Sonarpur",Artificial Intelligence And Data Science (TFW),Round 1,22087,30790,WBJEE Seats,Home State,Tuition Fee Waiver
TECHNO BENGAL INSTITUTE OF TECHNOLOGY,Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,30818,34998,WBJEE Seats,Home State,Tuition Fee Waiver
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,10683,13954,WBJEE Seats,Home State,Tuition Fee Waiver
"Supreme Knowledge Foundation Group of Institutions, Mankundu, Hooghly",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,24429,36982,WBJEE Seats,Home State,Tuition Fee Waiver
"Regent Education and Research Foundation, Barasat, Kolkata",Computer Science & Engineering (Artificial Intelligence And Machine Learning)  (TFW),Round 1,32586,37037,WBJEE Seats,Home State,Tuition Fee Waiver
University Of Calcutta,Chemical Engineering (TFW),Round 1,2981,3171,WBJEE Seats,Home State,Tuition Fee Waiver
"Asansol Engineering College, Asansol, Burdwan",Computer Science And Business System,Round 1,29270,91802,WBJEE Seats,All India,Open
"Narula Institute of Technology, Agarpara, Kolkata",Computer Science And Business System,Round 1,1901,66043,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Computer Science And Business System,Round 1,14377,14377,WBJEE Seats,Home State,SC
"Heritage Institute of Technology, Kolkata",Computer Science And Business System,Round 1,6498,10362,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Computer Science And Business System,Round 1,21608,27227,WBJEE Seats,Home State,EWS
University Of Calcutta,Instrumentation Engineering,Round 1,3882,4028,WBJEE Seats,Home State,OBC - B
"Ideal Institute of Engineering, Kalyani",Artificial Intelligence And Machine Learning (TFW),Round 1,23313,34484,WBJEE Seats,Home State,Tuition Fee Waiver
"St. Thomas College of Engineering & Technology, Khidirpur, Kolkata",Artificial Intelligence And Machine Learning (TFW),Round 1,8422,17342,WBJEE Seats,Home State,Tuition Fee Waiver
DARJEELING HILL INSTITUTE OF TECHNOLOGY AND MANAGEMENT,Artificial Intelligence And Machine Learning (TFW),Round 1,39819,48544,WBJEE Seats,Home State,Tuition Fee Waiver
"Sister Nivedita University, New Town",Mechatronics Engineering (TFW),Round 1,32552,32552,WBJEE Seats,Home State,Tuition Fee Waiver
"Techno India University, Salt Lake",Semiconductor Technology,Round 1,22292,97846,WBJEE Seats,All India,Open
"Sister Nivedita University, New Town",Computer Science And Business System,Round 1,10718,10718,WBJEE Seats,All India,Open
"Heritage Institute of Technology, Kolkata",Chemical Engineering (TFW),Round 1,10112,13053,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Power Engineering,Round 1,53076,53076,WBJEE Seats,Home State,Open (PwD)
Jadavpur University,Power Engineering,Round 1,5552,7594,WBJEE Seats,Home State,SC
Jadavpur University,Power Engineering,Round 1,33962,36891,WBJEE Seats,Home State,ST
"Haldia Institute of Technology, Haldia, Purba Medinipur",Chemical Engineering (TFW),Round 1,13038,16506,WBJEE Seats,Home State,Tuition Fee Waiver
Jadavpur University,Chemical Engineering (TFW),Round 1,1402,1744,WBJEE Seats,Home State,Tuition Fee Waiver
"Future Institute of Engineering & Management, Sonarpur",Electronics & Communication Engineering (TFW),Round 1,25554,33971,WBJEE Seats,Home State,Tuition Fee Waiver
"Guru Nanak Institute of Technology, Panihati, Sodepur",Electronics & Communication Engineering (TFW),Round 1,18553,21175,WBJEE Seats,Home State,Tuition Fee Waiver
"Meghnad Saha Institute of Technology, Kolkata",Electronics & Communication Engineering (TFW),Round 1,19786,21556,WBJEE Seats,Home State,Tuition Fee Waiver
Swami Vivekananda University,Civil Engineering,Round 1,18747,34478,WBJEE Seats,All India,Open
"Meghnad Saha Institute of Technology, Kolkata",Computer Science And Business System,Round 1,25528,97947,WBJEE Seats,All India,Open
"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,Round 1,21849,50285,WBJEE Seats,All India,Open
"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science And Business System,Round 1,6602,20169,WBJEE Seats,All India,Open
"Techno Main Salt Lake, Sector-V, Salt Lake",Computer Science And Business System,Round 1,46681,58884,WBJEE Seats,Home State,EWS
"Academy of Technology, Adisaptagram, Hooghly",Computer Science And Business System,Round 1,75766,75766,WBJEE Seats,Home State,EWS
"Netaji Subhas Engineering College, Garia, Kolkata",Computer Science And Business System,Round 1,26016,70341,WBJEE Seats,All India,Open
"Techno India University, Salt Lake",Computer Science And Business System,Round 1,15013,43693,WBJEE Seats,All India,Open
"Gargi Memorial Institute of Technology, Baruipur, Kolkata",Computer Science And Business System,Round 1,62701,81905,WBJEE Seats,All India,Open
University Of Calcutta,"CHEMICAL TECHNOLOGY (Ceramic Engineering, Oil Technology, Petrochem & petro refinery Engg, Pharmaceutical & Fine Chemical Technology) - TFW",Round 1,3527,4054,WBJEE Seats,Home State,Tuition Fee Waiver
"Sister Nivedita University, New Town",5G,Round 1,57282,63196,WBJEE Seats,All India,Open
"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering,Round 1,81032,98513,WBJEE Seats,Home State,EWS
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,Round 1,32799,94087,WBJEE Seats,Home State,OBC - A
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,Round 1,35185,62460,WBJEE Seats,Home State,OBC - B
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,Round 1,4165,28680,WBJEE Seats,All India,Open
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,Round 1,42017,75663,WBJEE Seats,Home State,EWS
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,Round 1,80281,80281,WBJEE Seats,Home State,ST
"Rcc Institute of Information Technology, Kolkata",Computer Science & Engineering,Round 1,29508,78800,WBJEE Seats,Home State,SC
University Of Calcutta,Computer Science & Engineering,Round 1,477,545,WBJEE Seats,All India,Open
Swami Vivekananda University,Computer Science & Engineering,Round 1,10699,94450,WBJEE Seats,All India,Open
"B.P. Poddar Institute of Management & Technology, Kolkata",Computer Science & Engineering,Round 1,9970,54047,WBJEE Seats,All India,Open
"B.P. Poddar Institute of Management & Technology, Kolkata",Computer Science & Engineering,Round 1,68516,96067,WBJEE Seats,Home State,EWS
"Meghnad Saha Institute of Technology, Kolkata",Computer Science & Engineering,Round 1,5129,67060,WBJEE Seats,All India,Open
"Techno International New Town, Rajarhat, New Town",Computer Science & Engineering,Round 1,9443,98865,WBJEE Seats,All India,Open
"Asansol Engineering College, Asansol, Burdwan",Computer Science & Engineering,Round 1,75359,93667,WBJEE Seats,Home State,EWS
"Haldia Institute of Technology, Haldia, Purba Medinipur",Computer Science & Engineering,Round 1,586,11126,WBJEE Seats,All India,Open
"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering,Round 1,3930,8276,WBJEE Seats,Home State,OBC - A
"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering,Round 1,1270,3737,WBJEE Seats,All India,Open
"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering,Round 1,3937,5161,WBJEE Seats,Home State,OBC - B
"Maulana Abul Kalam Azad University of Technology, West Bengal",Computer Science & Engineering,Round 1,4166,9426,WBJEE Seats,Home State,EWS
